Category: Arts & Entertainment,,,,,,,,,,,,,,,,,
2008-11,2,4,4,1,<1,1,4,4,1,1,4,11,7,5,10,25,36
2008-12,2,3,3,1,<1,<1,4,1,1,1,3,9,5,5,7,19,30
2009-01,2,3,3,1,<1,<1,4,1,1,1,3,9,5,4,21,21,31
2009-02,2,3,4,1,<1,1,4,1,1,1,4,10,6,5,10,22,30
2009-03,3,4,4,1,<1,1,4,1,1,1,4,10,7,5,9,24,29
2009-04,3,3,4,1,<1,1,4,1,1,1,4,9,6,5,11,21,29
2009-05,3,4,4,1,<1,1,4,1,1,1,4,9,7,6,10,24,28
2009-06,2,3,3,1,<1,<1,3,1,1,1,3,7,5,4,8,18,26
2009-07,1,2,2,<1,<1,<1,3,1,1,1,2,6,3,3,7,12,24
2009-08,2,2,2,1,<1,<1,3,1,1,1,2,7,4,3,7,11,21
2009-09,3,3,3,1,<1,<1,3,1,1,1,3,8,6,5,9,18,28
2009-10,3,3,4,1,<1,1,4,1,1,1,3,9,6,5,8,25,27
2009-11,3,3,4,1,<1,1,3,1,1,1,3,9,7,5,8,25,26
2009-12,2,3,3,1,<1,<1,3,1,1,1,3,8,5,4,7,22,27
2010-01,2,3,4,1,<1,<1,3,1,1,1,3,8,5,4,7,24,28
2010-02,3,3,3,1,<1,1,3,1,1,1,4,9,5,5,7,48,29
2010-03,3,3,4,1,<1,1,3,1,1,1,4,9,5,4,8,47,28
2010-04,3,3,4,1,<1,1,3,1,1,1,4,10,5,5,8,49,24
2010-05,3,3,4,1,<1,1,4,1,2,1,4,11,6,5,8,44,26
2010-06,2,3,3,1,<1,<1,3,1,1,1,3,8,4,3,6,32,20
2010-07,1,2,2,<1,<1,<1,2,<1,1,1,2,15,2,2,5,19,18
2010-08,1,2,2,<1,<1,<1,2,<1,1,1,2,8,3,3,5,15,17
2010-09,2,3,3,1,<1,<1,3,1,1,1,3,8,4,3,6,19,23
2010-10,2,3,3,1,<1,<1,3,1,1,1,3,9,5,4,7,18,23
2010-11,2,3,3,1,<1,<1,3,1,1,1,3,9,5,4,7,19,28
2010-12,2,3,3,1,<1,<1,2,1,1,1,3,8,3,3,6,18,23
2011-01,2,3,3,1,<1,<1,3,1,1,1,3,8,100,4,7,17,27
2011-02,2,3,3,1,<1,<1,3,1,1,1,3,8,6,4,6,19,26
2011-03,2,3,3,1,<1,<1,3,1,1,1,3,8,5,4,6,18,21
2011-04,2,3,3,1,<1,<1,3,1,1,1,3,8,5,4,6,20,21
2011-05,3,3,3,1,<1,<1,3,1,1,1,3,8,5,4,6,19,27
2011-06,2,2,3,1,<1,<1,2,1,1,1,2,7,3,3,6,14,22
2011-07,1,2,2,<1,<1,<1,2,1,1,1,2,6,2,2,5,13,17
2011-08,2,2,2,<1,<1,<1,2,1,1,1,2,6,2,3,5,12,17
2011-09,2,3,3,1,<1,1,3,1,1,1,3,7,4,3,5,16,23
2011-10,2,3,3,1,<1,<1,3,1,1,1,3,8,5,3,6,17,23
2011-11,3,3,3,1,<1,<1,3,1,1,1,3,9,5,4,7,24,29
2011-12,2,2,2,1,<1,<1,3,1,1,1,2,7,4,3,6,17,24
2012-01,2,3,3,1,<1,<1,3,1,1,1,3,10,4,3,6,18,30
2012-02,2,3,3,1,<1,1,3,1,1,1,3,9,5,4,7,17,31
2012-03,3,3,4,1,<1,<1,3,1,1,1,3,9,5,4,7,18,36
2012-04,2,3,3,1,<1,1,3,1,1,1,3,8,5,4,7,17,35
2012-05,2,3,3,1,<1,2,3,1,1,1,3,9,6,4,8,21,35
2012-06,2,2,3,1,<1,<1,3,1,1,1,2,7,4,3,5,15,29
2012-07,1,2,2,<1,<1,<1,2,<1,1,1,2,7,2,3,5,19,100
2012-08,2,2,2,<1,<1,<1,2,<1,1,1,2,8,2,3,5,15,26
2012-09,2,3,3,1,<1,<1,3,1,1,1,2,8,4,3,6,22,29
2012-10,2,3,3,1,<1,1,3,1,1,1,3,9,4,3,5,21,28
2012-11,2,3,3,1,<1,1,3,1,1,1,3,9,5,3,5,19,28
2012-12,2,2,2,1,<1,<1,3,<1,1,1,2,7,3,3,5,14,27
2013-01,2,2,3,1,<1,<1,3,1,1,1,3,7,3,3,5,14,26
2013-02,2,2,3,1,<1,<1,3,1,1,1,3,8,4,3,6,15,28
2013-03,2,3,3,1,<1,<1,3,1,1,1,3,9,4,4,5,16,23
2013-04,3,3,3,1,<1,<1,3,1,1,1,3,8,4,4,6,16,24
2013-05,3,3,3,1,<1,<1,3,1,1,1,3,9,4,4,6,17,24
2013-06,2,2,2,1,<1,<1,2,1,1,1,2,7,3,3,5,12,21
2013-07,1,2,2,<1,<1,<1,2,<1,1,4,1,7,2,3,4,10,19
2013-08,2,2,2,1,<1,<1,2,<1,1,1,2,7,2,3,4,10,19
2013-09,2,3,2,1,<1,<1,3,1,1,1,2,8,3,3,5,16,21
2013-10,2,3,2,1,<1,<1,3,1,1,1,2,11,4,3,5,17,24
2013-11,2,3,3,1,<1,<1,3,1,1,1,3,10,4,3,5,19,25
2013-12,2,2,2,1,<1,<1,3,1,1,1,3,9,3,3,5,19,30
2014-01,2,3,2,1,<1,<1,3,1,1,1,3,10,4,3,6,17,28
2014-02,2,3,3,1,<1,<1,3,1,1,1,3,10,4,3,6,18,28
2014-03,2,3,3,1,<1,<1,3,1,1,1,3,13,4,3,6,18,33
2014-04,2,2,3,1,<1,<1,3,1,2,1,3,11,4,3,6,17,29
2014-05,2,3,3,1,<1,<1,3,1,1,1,3,11,4,3,6,18,28
2014-06,2,2,2,1,<1,<1,2,1,1,1,2,9,3,2,4,12,23
2014-07,1,2,2,<1,<1,<1,2,<1,1,<1,2,9,2,2,3,10,20
2014-08,2,2,2,<1,<1,<1,2,<1,1,1,2,9,2,2,7,10,19
2014-09,2,2,2,1,<1,<1,3,1,1,1,2,9,3,3,5,15,20
2014-10,2,3,3,1,<1,<1,3,1,1,1,2,12,4,3,5,17,21
2014-11,2,3,3,1,<1,<1,3,1,1,1,2,12,4,3,9,17,24
2014-12,2,2,2,1,<1,<1,2,<1,1,1,2,9,3,3,8,14,22
2015-01,2,3,2,1,<1,<1,3,1,1,1,2,10,3,3,7,16,24
2015-02,2,3,3,1,<1,<1,2,1,1,1,2,13,4,3,6,16,30
2015-03,2,3,3,1,<1,<1,3,1,1,1,3,14,4,3,6,18,30
2015-04,2,3,3,1,<1,<1,3,1,1,1,3,12,4,3,6,19,37
2015-05,2,3,3,1,<1,<1,3,1,1,1,3,14,3,3,9,18,32
2015-06,2,2,2,1,<1,<1,2,1,1,1,2,11,3,2,6,16,29
2015-07,1,2,2,<1,<1,<1,2,<1,1,1,1,12,2,2,5,11,30
2015-08,1,2,2,<1,<1,<1,2,<1,1,1,2,10,2,2,5,11,27
2015-09,2,3,2,1,<1,<1,2,1,1,1,2,12,3,3,6,16,25
2015-10,2,3,3,1,<1,<1,3,1,1,1,2,15,3,3,6,18,29
2015-11,2,3,3,1,<1,<1,2,1,1,1,2,13,4,3,7,17,31
2015-12,1,2,2,1,<1,<1,2,<1,1,1,2,11,3,3,6,15,26
2016-01,1,2,3,1,<1,<1,2,<1,1,1,2,12,3,3,6,15,27
2016-02,2,3,3,1,<1,<1,2,1,1,1,3,14,3,3,6,17,27
2016-03,2,3,3,1,<1,<1,2,1,1,1,2,12,3,3,6,19,25
2016-04,2,3,3,1,<1,<1,2,1,1,1,3,12,3,3,6,30,24
2016-05,2,3,3,1,<1,<1,3,1,1,1,2,13,3,3,6,21,24
2016-06,1,2,2,1,<1,<1,2,<1,1,1,2,10,3,2,5,17,21
2016-07,1,2,2,<1,<1,<1,2,<1,1,<1,2,11,2,2,4,12,20
2016-08,1,2,2,<1,<1,<1,2,<1,1,<1,2,10,2,2,4,10,18
2016-09,2,2,2,1,<1,<1,2,1,1,1,2,12,3,3,5,19,21
2016-10,2,3,2,1,<1,<1,2,1,1,1,2,15,4,3,5,21,23
2016-11,1,4,3,1,<1,1,3,1,1,1,3,14,6,3,8,18,25
2016-12,1,3,2,1,<1,<1,2,1,1,1,2,11,5,2,9,16,27
2017-01,1,3,3,1,<1,1,2,1,1,1,2,12,6,3,10,15,27
2017-02,2,3,3,1,<1,1,3,1,1,1,3,14,6,3,10,18,36
2017-03,2,3,3,1,<1,1,3,1,1,1,3,16,6,3,10,18,28
2017-04,2,3,3,1,<1,1,3,1,1,1,3,13,6,3,8,17,27
2017-05,2,3,3,1,<1,1,3,1,1,1,3,13,5,3,8,18,27
2017-06,1,3,2,1,<1,1,3,1,1,1,2,11,4,2,8,13,22
2017-07,1,2,2,1,<1,<1,4,<1,1,1,2,12,3,2,7,11,31
2017-08,1,2,2,1,<1,<1,2,<1,1,1,2,10,4,2,6,12,22
2017-09,1,3,3,1,<1,1,3,1,1,1,2,16,6,2,7,17,25
2017-10,2,4,3,1,<1,1,3,1,1,1,2,16,7,3,7,22,28
2017-11,2,4,3,1,<1,1,2,1,1,1,3,14,6,2,6,19,27
2017-12,1,3,3,1,<1,1,2,1,1,1,2,14,5,2,7,16,24
2018-01,1,4,3,1,<1,1,2,1,1,1,3,13,6,2,7,17,28
2018-02,2,3,3,1,<1,1,3,1,1,1,3,18,6,3,7,23,33
2018-03,2,4,3,1,<1,1,3,1,1,1,3,22,5,3,7,21,28
2018-04,2,3,5,1,<1,1,3,1,1,1,3,17,5,3,7,20,33
2018-05,2,3,4,1,<1,1,3,1,1,1,2,17,5,3,7,19,38
2018-06,1,3,3,1,<1,1,2,1,1,1,2,17,4,2,6,15,31
2018-07,1,2,2,1,<1,<1,2,<1,1,1,2,15,3,2,5,12,27
2018-08,1,3,3,1,<1,<1,2,<1,1,1,2,14,3,2,5,12,29
2018-09,2,3,3,1,<1,<1,2,1,1,1,2,16,4,2,7,16,32
2018-10,1,3,3,1,1,1,2,1,1,1,2,19,4,3,7,21,40
2018-11,1,3,3,1,1,1,2,1,1,1,2,18,4,2,7,20,37
2018-12,1,3,3,1,1,1,2,1,1,1,2,15,3,2,7,17,34
2019-01,2,3,3,1,1,1,2,1,1,1,2,18,4,2,7,18,32
2019-02,2,4,3,1,1,1,2,1,1,1,2,20,4,3,7,17,30
2019-03,2,4,3,1,<1,1,2,<1,1,1,2,21,4,3,7,19,28
2019-04,2,4,3,1,<1,1,2,<1,1,1,2,16,4,3,7,17,29
2019-05,3,4,3,1,<1,1,2,1,1,1,2,18,4,3,7,18,33
2019-06,1,3,2,1,<1,1,2,<1,1,1,2,18,5,2,6,17,33
2019-07,1,3,2,1,<1,1,2,<1,1,1,2,18,3,2,5,13,27
2019-08,1,3,2,1,<1,<1,2,<1,1,1,2,14,3,2,5,13,24
2019-09,2,3,3,1,<1,1,2,<1,1,1,2,17,3,2,6,16,24
2019-10,2,3,3,1,<1,1,2,<1,1,1,2,19,4,2,6,19,28
2019-11,2,4,3,1,<1,1,2,1,1,1,2,18,4,2,7,19,27
2019-12,1,3,2,1,<1,<1,2,<1,1,1,2,13,3,2,6,17,30
2020-01,1,3,3,1,<1,<1,2,<1,1,1,2,15,4,2,6,18,30
2020-02,1,4,3,1,<1,<1,3,1,1,1,2,16,4,2,6,18,26
2020-03,2,4,3,1,<1,1,2,1,1,1,2,16,4,2,6,16,26
2020-04,2,4,3,1,<1,1,3,1,1,1,3,18,5,3,7,20,30
2020-05,2,4,3,1,<1,1,3,1,1,1,3,17,5,3,7,18,33
2020-06,1,3,2,1,<1,1,2,<1,1,1,2,12,4,2,5,13,30
2020-07,1,3,2,1,<1,<1,2,<1,1,1,2,16,3,2,5,12,25
2020-08,1,3,2,1,<1,<1,2,<1,1,1,2,14,5,2,5,11,23
2020-09,1,3,3,1,<1,<1,2,<1,1,1,2,16,4,2,6,15,23
2020-10,1,3,3,1,<1,1,2,<1,1,1,2,16,4,2,6,16,24
2020-11,1,3,2,1,<1,1,2,<1,1,1,2,13,4,2,6,15,22
2020-12,1,3,2,1,<1,<1,2,<1,1,1,2,11,3,2,5,17,22
2021-01,1,3,2,1,<1,1,2,<1,1,1,2,11,3,2,5,15,22
2021-02,1,3,3,1,<1,1,2,<1,1,1,2,12,3,2,6,14,24
2021-03,2,4,3,1,<1,1,2,<1,1,1,2,13,4,2,6,13,24
2021-04,2,4,3,1,<1,1,2,<1,1,1,2,12,4,2,6,18,35
2021-05,1,4,3,1,<1,1,2,<1,1,1,2,12,4,2,6,16,25
2021-06,1,4,3,1,<1,<1,2,<1,1,1,2,11,3,2,5,11,22
2021-07,1,4,2,<1,<1,<1,2,<1,1,1,1,10,3,1,4,10,20
2021-08,1,4,2,<1,<1,<1,2,<1,1,1,1,9,2,2,4,12,21
2021-09,1,4,2,1,<1,<1,2,<1,1,1,1,13,3,2,5,13,20
2021-10,1,4,3,1,<1,1,2,<1,1,1,2,13,3,2,4,15,26
2021-11,1,4,3,1,10,1,2,<1,1,1,2,13,4,2,5,16,27
2021-12,1,4,2,1,<1,<1,2,<1,1,1,1,10,3,2,4,13,23
2022-01,1,4,2,1,<1,<1,2,<1,1,1,2,11,4,2,5,18,29
2022-02,1,4,3,1,<1,<1,2,<1,1,1,2,12,4,2,5,16,31
2022-03,2,4,3,1,<1,1,2,1,1,1,2,14,4,2,5,15,29
2022-04,2,4,3,1,<1,1,2,<1,1,1,2,12,4,2,5,16,27
2022-05,2,4,3,1,<1,1,2,1,1,1,2,12,4,3,6,16,24
2022-06,1,4,2,1,<1,1,2,<1,1,1,2,10,4,2,5,12,22
2022-07,1,4,2,1,<1,<1,2,<1,1,1,1,10,3,1,4,10,21
2022-08,1,3,2,1,<1,<1,2,<1,1,1,1,9,3,2,4,11,24
2022-09,1,3,2,1,<1,1,2,<1,1,1,2,12,4,2,5,14,22
2022-10,1,5,2,1,<1,1,2,<1,1,1,2,13,5,2,5,18,25
2022-11,1,4,2,1,<1,1,2,<1,1,1,2,12,5,2,4,21,28
2022-12,1,3,2,1,<1,1,2,<1,1,1,2,9,4,2,4,16,24
2023-01,1,4,2,1,<1,1,2,<1,1,1,2,11,5,2,5,19,26
2023-02,1,4,3,1,1,1,2,<1,1,1,2,12,5,2,5,16,29
2023-03,1,4,3,1,1,1,2,<1,1,1,2,13,4,2,5,16,23
2023-04,1,4,3,1,1,1,2,1,1,1,2,11,4,2,5,17,25
2023-05,1,4,3,1,1,1,2,<1,1,1,2,11,4,2,5,17,22
2023-06,1,4,2,1,<1,1,2,<1,1,1,2,10,3,2,4,15,25
2023-07,1,3,2,1,<1,<1,2,<1,1,1,2,10,3,1,4,12,24
2023-08,1,3,2,1,<1,<1,2,<1,1,1,1,9,3,2,4,11,21
2023-09,1,4,2,1,<1,1,2,<1,1,1,2,11,3,2,4,16,20
2023-10,1,4,3,1,<1,1,2,<1,1,1,2,13,4,2,5,19,22
2023-11,1,4,3,1,<1,1,2,<1,1,1,2,11,4,2,5,18,26
2023-12,1,3,2,1,<1,1,2,<1,1,1,2,9,3,2,4,17,23
2024-01,1,4,2,1,<1,1,2,<1,1,1,2,10,3,2,4,17,27
2024-02,1,4,3,1,<1,1,2,<1,1,1,2,11,4,2,5,17,26
2024-03,1,3,2,1,<1,1,2,<1,1,1,2,12,5,2,5,17,27
2024-04,1,3,2,1,<1,1,2,<1,1,1,3,11,4,2,6,25,28
2024-05,1,3,2,1,<1,1,2,<1,1,1,2,10,4,2,5,24,23
2024-06,1,3,2,1,<1,<1,2,<1,1,1,2,8,3,2,5,16,18
2024-07,1,3,2,1,<1,<1,1,<1,1,1,1,8,2,2,3,12,18
2024-08,1,3,2,1,<1,1,2,<1,1,1,2,8,3,1,4,15,19
2024-09,1,3,2,1,<1,1,2,<1,1,1,2,10,3,2,4,17,21
2024-10,1,3,2,1,<1,1,2,<1,1,1,2,11,3,2,5,17,22
2024-11,1,3,2,1,<1,1,2,1,1,1,2,9,3,2,4,20,22
2024-12,1,3,2,1,<1,1,2,<1,1,1,2,8,3,2,4,15,23
2025-01,1,3,2,1,<1,1,2,<1,1,1,2,8,3,2,4,17,22
2025-02,1,3,2,1,<1,1,2,<1,1,1,2,9,3,2,4,18,25
2025-03,1,3,2,1,<1,1,2,<1,1,1,2,13,4,2,5,29,23
2025-04,1,3,2,1,<1,1,2,<1,1,1,2,10,3,2,5,26,20
2025-05,1,3,2,1,<1,1,2,<1,1,1,2,10,4,2,6,27,22
2025-06,1,3,2,1,<1,1,1,1,1,1,2,8,4,2,5,19,18
2025-07,1,3,2,1,<1,<1,1,<1,1,<1,1,7,4,1,4,15,18
,660,946,846,257,35,250,803,194,318,299,768,3087,1390,928,1787,5100,7816
